HPILSQ[HPILS1],HPILSQ[HPILS2],HPILSQ[HPILS3],HPILSQ[HPILS4],HPILSQ[HPILS5],HPILSQ[HPILS6],HPILSQ[HPILS7],HPILSQ[HPILS8],HPILSQ[HPILS9],HPILSQ[HPILS10],HPILSQ[HPILS11],HPILSQ[HPILS12],HPILSQ[HPILS13],HPILSQ[HPILS14],HPILSQ[HPILS15],HPILSQ[HPILS16],HPILSQ[HPILS17],HPILSA,HPILSB,HPILSC,HPILSD,HPILSMAX,HPILSDOM,HPILSRESULT,CommuteTime[In],CommuteTime[Out],OffCampusResps,HomeCity,HomeCity[comment],BB01,BB03,BB02,BB04,BB08,BB05,BB06,BB07,BB11,BB09,BB10,BB14,BB12,BB13,BB16,BB15,BB18,BB17,BBL,BBR,BBA,BBB,BBLR,BBQuadrant,BBAB,BBLabel,BBResults,BBDebug,DontCall,DontCallJusticiation,FS02,FS01,FS07,FS03,FS04,FS05,FS06,FS10,FS08,FS09,FS12,FS11,FS13,FS14,FS16,FS15,FS19,FS17,FS18,FS25,FS20,FS21,FS22,FS23,FS24,FS29,FS26,FS27,FS28,FS36,FS30,FS31,FS32,FS33,FS34,FS35,FS42,FS37,FS38,FS39,FS40,FS41,FS43,FS44,FSActive,FSReflective,FSSensory,FSIntuitive,FSVisual,FSVerbal,FSSequential,FSGlobal,FSActRefCalc,FSSensIntCalc,FSVisVerbCalc,FSSeqGlobCalc,FSIsActive,FSIsReflective,FSActRefStrength,FSActRefLabel,FSIsSensing,FSIsIntuitive,FSSensIntStrength,FSSensIntLabel,FSIsVisual,FSIsVerbal,FSVisVerbStrength,FSVisVerbLabel,FSIsSequential,FSIsGlobal,FSSeqGlobStrength,FSSeqGlobLabel,FSDisplayResults,DUCKAll[DUCK01],DUCKAll[DUCK02],DUCKAll[DUCK03],DUCKAll[DUCK04],DUCKAll[DUCK05],DUCKAll[DUCK06],DUCKAll[DUCK07],DUCKAll[DUCK08],DUCKAll[DUCK09],DUCKAll[DUCK10],DUCKAll[DUCK11],DUCKAll[DUCK12],DUCKRESULT,DUCKCALC,PortableTech[NONE],PortableTech[ANDROID],PortableTech[APHABLET],PortableTech[ATABLET],PortableTech[IPHONE],PortableTech[iPAD],PortableTech[SURFACE],PortableTech[CHROMEBOOK],PortableTech[WINDOWS],PortableTech[LINUX],PortableTech[MACBOOK],PortableTech[other],CommonLanguages[Arabic],CommonLanguages[Chinese],CommonLanguages[Farsi],CommonLanguages[French],CommonLanguages[German],CommonLanguages[Hindi],CommonLanguages[Japanese],CommonLanguages[Korean],CommonLanguages[Malay],CommonLanguages[Russian],CommonLanguages[Slav],CommonLanguages[Spanish],CommonLanguages[Tamil],CommonLanguages[Urdu],CommonLanguages[CustomOther],Farsi[Argue],Farsi[Chat],Farsi[Write],Farsi[Notes],Farsi[Joke],Farsi[Read],English[Argue],English[Chat],English[Write],English[Notes],English[Joke],English[Read],ArabicProficiency[Argue],ArabicProficiency[Chat],ArabicProficiency[Write],ArabicProficiency[Notes],ArabicProficiency[Joke],ArabicProficiency[Read],ChineseDialects[Dialect1],ChineseDialects[Dialect2],ChineseDialects[Dialect3],Chinese[Guan],Chinese[Wu],Chinese[Yue],Chinese[Min],Chinese[Xiang],Chinese[Hakka],Chinese[Gan],Chinese[Jin],Chinese[Other1],French[Argue],French[Chat],French[Write],French[Notes],French[Joke],French[Read],Hindi[Argue],Hindi[Chat],Hindi[Write],Hindi[Notes],Hindi[Joke],Hindi[Read],Malay[Argue],Malay[Chat],Malay[Write],Malay[Notes],Malay[Joke],Malay[Read],Japanese[Argue],Japanese[Chat],Japanese[Write],Japanese[Notes],Japanese[Joke],Japanese[Read],Korean[Argue],Korean[Chat],Korean[Write],Korean[Notes],Korean[Joke],Korean[Read],German[Argue],German[Chat],German[Write],German[Notes],German[Joke],German[Read],OtherLanguages[Other1],OtherLanguages[Other2],OtherLanguages[Other3],OtherLanguages[Other4],Slav[Argue],Slav[Chat],Slav[Write],Slav[Notes],Slav[Joke],Slav[Read],Russian[Argue],Russian[Chat],Russian[Write],Russian[Notes],Russian[Joke],Russian[Read],Tamil[Argue],Tamil[Chat],Tamil[Write],Tamil[Notes],Tamil[Joke],Tamil[Read],Spanish[Argue],Spanish[Chat],Spanish[Write],Spanish[Notes],Spanish[Joke],Spanish[Read],Urdu[Argue],Urdu[Chat],Urdu[Write],Urdu[Notes],Urdu[Joke],Urdu[Read],Guan[Argue],Guan[Chat],Guan[Write],Guan[Notes],Guan[Joke],Guan[Read],Wu[Argue],Wu[Chat],Wu[Write],Wu[Notes],Wu[Joke],Wu[Read],Yue[Argue],Yue[Chat],Yue[Write],Yue[Notes],Yue[Joke],Yue[Read],Min[Argue],Min[Chat],Min[Write],Min[Notes],Min[Joke],Min[Read],Xiang[Argue],Xiang[Chat],Xiang[Write],Xiang[Notes],Xiang[Joke],Xiang[Read],ChineseDialect3[Argue],ChineseDialect3[Chat],ChineseDialect3[Write],ChineseDialect3[Notes],ChineseDialect3[Joke],ChineseDialect3[Read],Hakka[Argue],Hakka[Chat],Hakka[Write],Hakka[Notes],Hakka[Joke],Hakka[Read],Gan[Argue],Gan[Chat],Gan[Write],Gan[Notes],Gan[Joke],Gan[Read],Jin[Argue],Jin[Chat],Jin[Write],Jin[Notes],Jin[Joke],Jin[Read],ChineseDialect1[Argue],ChineseDialect1[Chat],ChineseDialect1[Write],ChineseDialect1[Notes],ChineseDialect1[Joke],ChineseDialect1[Read],ChineseDialect2[Argue],ChineseDialect2[Chat],ChineseDialect2[Write],ChineseDialect2[Notes],ChineseDialect2[Joke],ChineseDialect2[Read],OtherLang2[Argue],OtherLang2[Chat],OtherLang2[Write],OtherLang2[Notes],OtherLang2[Joke],OtherLang2[Read],OtherLang3[Argue],OtherLang3[Chat],OtherLang3[Write],OtherLang3[Notes],OtherLang3[Joke],OtherLang3[Read],OtherLang4[Argue],OtherLang4[Chat],OtherLang4[Write],OtherLang4[Notes],OtherLang4[Joke],OtherLang4[Read],OtherLang1[Argue],OtherLang1[Chat],OtherLang1[Write],OtherLang1[Notes],OtherLang1[Joke],OtherLang1[Read],EngrMotivation,GeneralMotivations[MOST],GeneralMotivations[SECOND],GeneralMotivations[THIRD],CEABAttributes,RankBySelf[1],RankBySelf[2],RankBySelf[3],RankBySelf[4],RankBySelf[5],RankBySelf[6],RankBySelf[7],RankBySelf[8],RankBySelf[9],RankBySelf[10],RankBySelf[11],RankBySelf[12],RankByIndustry[1],RankByIndustry[2],RankByIndustry[3],RankByIndustry[4],RankByIndustry[5],RankByIndustry[6],RankByIndustry[7],RankByIndustry[8],RankByIndustry[9],RankByIndustry[10],RankByIndustry[11],RankByIndustry[12],RankByLearning[1],RankByLearning[2],RankByLearning[3],RankByLearning[4],RankByLearning[5],RankByLearning[6],RankByLearning[7],RankByLearning[8],RankByLearning[9],RankByLearning[10],RankByLearning[11],RankByLearning[12],AccessProfile,AccessBBA
S,U,R,U,U,S,S,S,U,S,U,S,U,S,R,S,S,3,4,3,7,7,Diverger,,20,20,N,T,,B,B,A,B,B,A,B,B,A,A,B,A,B,A,A,B,A,B,4,5,4,5,R,RB,B,Expressive,,,N,,B,B,B,A,B,B,A,B,A,A,A,A,B,A,A,B,B,B,A,B,A,A,B,B,A,A,B,B,B,B,B,B,A,A,A,A,A,A,B,A,A,A,A,A,6,5,5,6,5,6,8,3,1,-1,-1,5,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,slightly,slightly Verbal,,1,moderately,moderately Global,,VM,M,M,M,VM,VM,M,VM,M,S,M,VM,,3,,,,,Y,,,,,,Y,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Manag,Manag,Manag,,,,,,,,,,Y,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Manag,Manag,,,,,,,Comfy,Comfy,Comfy,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think Engineering is a major that can apply all the theories I learn into practical work. It is cool but challenging. I wish I could have better practical skills. ,My interest ,Finding a good job,helping other people to accomplish great things,,GA08,GA07,GA01,GA06,GA12,GA05,GA02,GA04,GA03,GA09,GA10,GA11,GA08,GA07,GA02,GA01,GA10,GA05,GA06,GA04,GA12,GA09,GA11,GA03,GA08,GA07,GA02,GA01,GA04,GA05,GA06,GA12,GA03,GA10,GA09,GA11,Y,Y
U,U,U,R,H,U,U,U,S,S,U,R,H,U,S,S,S,5,5,5,2,5,Accommodator,,40,40,N,T,,B,A,B,B,B,A,B,B,B,B,A,B,A,B,A,B,B,B,2,7,3,6,R,RB,B,Expressive,,,N,,B,A,A,B,B,B,B,A,A,B,A,B,A,B,B,B,A,A,A,B,A,B,B,A,B,A,B,A,B,B,B,B,A,A,B,A,B,A,B,A,B,B,A,A,6,5,2,9,7,4,5,6,1,-7,3,-1,,1,slightly,slightly Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,VM,VM,S,VM,S,S,S,NM,VM,VM,M,S,,3.5,Y,,,,,,,,Y,,,blackberry phone,,,,Y,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Manag,Comfy,Manag,Comfy,Comfy,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I want credit and profit from the innovations that I create myself, and I am not willing to sacrifice any of the 3 (credit, profit, and innovating) to accomplish the other 2 (and any other combinations- I intend to accomplish all 3 equally). From what I heard, engineers are the innovators that profit from the application of theory developed by  others in creating new technology. My life goal is to make spaceflight affordable (and bask in the glory and profits of doing so, as stated earlier). I am certain the optimal route is the engineering one.",Getting closer to attaining my dream,Proving people wrong,Winning,,GA04,GA02,GA03,GA12,GA01,GA05,GA11,GA08,GA06,GA07,GA09,GA10,GA05,GA01,GA08,GA07,GA06,GA11,GA10,GA09,GA02,GA03,GA04,GA12,GA04,GA01,GA05,GA08,GA11,GA03,GA02,GA09,GA12,GA06,GA07,GA10,Y,Y
U,S,S,U,H,H,U,S,U,S,S,H,U,S,R,S,U,5,4,5,3,5,Accommodator,,70,100,N,Mi,,A,B,A,A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,7,2,7,2,L,LA,A,Analytical,,,N,,A,B,A,B,B,A,A,B,B,B,A,A,B,B,A,B,A,B,B,B,A,A,A,A,A,B,B,B,B,B,A,B,A,B,B,B,B,B,B,B,B,B,A,A,2,9,4,7,5,6,6,5,-7,-3,-1,1,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,slightly,slightly Verbal,,1,slightly,slightly Global,,VM,VM,VM,M,VM,VM,M,S,S,NM,M,VM,,2.8,,Y,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"   I was motivated to study engineering because I am really interested in both people and the sciences. My personal goal is to find an occupation which allows me to improve and contribute to the world yet I also find it very difficult to limit myself to only one career path. I chose engineering because of its adaptable nature; I have known engineers who have gone to work in a variety of fields such as business, law, medicine and  forms of engineering which they did not complete their undergraduate degrees in. I am interested in the idea of learning the engineering 'mindset' which would help me to achieve my goal in multiple ways, regardless of which specific technical skills I learn. I was also very interested in majoring in psychology yet I chose engineering because of its adaptable nature. In addition, engineering still allows me to work with people, for people and a good understanding of humanities is required to understand how to really improve society.",I want to understand myself and what interests me by trying everything that I can,A stable and secure future in which I can provide basic needs for myself and family,Getting the most out of University (To justify tuition costs),,GA09,GA07,GA04,GA01,GA02,GA10,GA12,GA06,GA11,GA05,GA08,GA03,GA06,GA07,GA05,GA01,GA04,GA02,GA11,GA03,GA08,GA10,GA09,GA12,GA01,GA09,GA04,GA02,GA05,GA03,GA06,GA07,GA10,GA08,GA11,GA12,Y,Y
S,U,R,S,S,U,S,U,R,U,S,R,U,S,S,U,U,2,5,7,3,7,Converger,,20,20,N,T,,B,B,B,A,A,B,B,B,B,B,B,A,A,B,A,B,B,B,0,9,5,4,R,RA,A,Driver,,,N,,A,A,B,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,B,A,B,A,B,A,A,B,B,A,A,A,10,1,8,3,6,5,9,2,9,5,1,7,,1,very strongly,very strongly Reflective,,1,moderately,moderately Intuitive,,1,slightly,slightly Verbal,,1,moderately,moderately Global,,VM,M,M,NM,S,VM,M,S,M,VM,S,M,,3.3,,,,,Y,,,,,,Y,,,,,Y,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Manag,Manag,Frust,Frust,Frust,Manag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I chose to pursue engineering due to my exposure to the field on a First Robotics Team in high school. I greatly enjoyed the experience of working in a team to accomplish a design goal in a very short period of time. I have fairly strong skills in chemistry, physics and math and hence felt like my skills supported my interest in engineering from robotics. While I have wavered at points (most notably while working as an intern at a tech company which had similar aspects to an engineering job and I found that I didn't love the internship), I have since realised that I really value the teamwork aspect. Working alone is simply not as interesting to me and I don't feel as much pressure to deliver, so it's reassuring that normally engineers work in some sort of team. I also chose to pursue engineering due to my parents both doing their degrees as engineers, so it's been the ""safe choice"" for me for quite some time. Regardless, I definitely valued the ability to work across a range of high performing fields with engineering science specifically, compared to the confines of many ArtSci degrees and even other engineering schools.",Successfully completing a team project with people who I would count as friends.,Using engineering to travel and help others worldwide ,The ability to have a solid base (job/income) on which to try new things (activities/volunteering/personal things) from,,GA06,GA09,GA01,GA07,GA02,GA04,GA03,GA10,GA12,GA08,GA11,GA05,GA07,GA06,GA04,GA01,GA11,GA08,GA02,GA03,GA10,GA09,GA12,GA05,GA01,GA02,GA03,GA04,GA09,GA06,GA07,GA10,GA11,GA08,GA05,GA12,Y,Y
U,U,U,S,S,U,U,S,U,U,U,U,U,S,S,S,U,3,7,5,2,7,Assimilator,,20,20,N,T,,B,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,B,A,4,5,7,2,R,RA,A,Driver,,,N,,B,B,B,A,B,A,A,A,A,B,A,A,B,B,B,B,A,B,A,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,B,A,B,B,A,A,B,B,A,A,3,8,6,5,9,2,6,5,-5,1,7,1,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,S,M,S,M,VM,VM,S,S,VM,M,M,M,,3.3,,,,,Y,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"When I was younger, I was more interested in the sciences and physical world as opposed to abstract ideas. As I grew older, I developed interests towards art and ideas of philosophy as well as how they related to science. When it was time to choose a path for my future (eg. university program), I reconsidered my values and discussed possible options with my parents. Eventually, I decided that engineering was the best choice as it balances my interest in theoretical ideas with practical application. Other alternatives such as music and literature will still remain important in my personal life, but separate from my professional life.",Discovering more about the world around me,Accomplishing things that make me feel useful,Fulfilling expectations of friends and family,,GA01,GA02,GA07,GA04,GA08,GA06,GA05,GA12,GA03,GA10,GA09,GA11,GA01,GA02,GA07,GA08,GA04,GA06,GA05,GA09,GA10,GA11,GA03,GA12,GA02,GA06,GA01,GA05,GA07,GA09,GA04,GA08,GA12,GA03,GA10,GA11,Y,N
S,S,R,S,U,U,U,U,S,U,U,U,R,U,S,U,S,2,7,6,2,7,Assimilator,,90,90,Y,NA,I live in Burlington.,B,B,B,A,A,A,B,B,B,B,B,A,B,A,A,B,A,A,3,6,5,4,R,RA,A,Driver,,,N,,B,B,A,A,B,A,B,B,A,A,B,A,B,B,B,B,A,B,B,B,B,A,A,A,A,B,A,A,B,B,B,A,B,A,B,A,A,B,B,A,B,A,A,A,5,6,3,8,10,1,3,8,-1,-5,9,-5,,1,slightly,slightly Reflective,,1,moderately,moderately Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,VM,NM,S,S,S,VM,S,NAA,VM,VM,M,VM,,4,,,,,Y,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I chose engineering because I believe the world needs individuals who are able to critically think through problems and want to better society via their work.,Knowing things that few other people do,Helping other people to accomplish great things,Making enough money that I can pursue my dreams,,GA08,GA07,GA06,GA10,GA01,GA02,GA03,GA04,GA12,GA09,GA11,GA05,GA01,GA02,GA03,GA04,GA07,GA06,GA08,GA10,GA11,GA09,GA05,GA12,GA01,GA02,GA03,GA04,GA07,GA06,GA08,GA09,GA05,GA11,GA10,GA12,Y,Y
S,R,S,R,U,U,H,U,S,H,S,R,S,U,S,U,H,3,4,4,6,6,Diverger,,18,18,N,T,,B,A,B,B,A,B,B,B,B,B,B,B,A,A,A,B,B,B,2,7,3,6,R,RB,B,Expressive,,,N,,A,A,A,A,B,A,A,B,B,A,B,A,A,B,B,A,A,B,A,A,B,A,B,A,B,A,B,A,B,B,A,A,B,A,B,A,B,A,A,A,A,A,A,B,9,2,5,6,11,0,1,10,7,-1,11,-9,,1,moderately,moderately Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,very strongly,very strongly Global,,VM,M,S,VM,M,S,NM,M,VM,M,S,M,,3.5,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Comfy,Comfy,Comfy,"I love optimizing and I am a humanist. I adore the idea of improving the world on a global scale. Engineering is also a versatile and constantly adapting field of study, and that excited me.",Global aspect,Optimization,Versatile,,GA09,GA07,GA02,GA03,GA10,GA04,GA05,GA01,GA06,GA08,GA11,GA12,GA01,GA08,GA11,GA05,GA07,GA02,GA04,GA03,GA06,GA12,GA10,GA09,GA01,GA09,GA10,GA04,GA02,GA05,GA12,GA03,GA06,GA07,GA08,GA11,Y,Y
S,U,S,R,U,U,U,U,S,U,S,S,R,U,S,S,U,3,7,3,4,7,Assimilator,,15,15,N,T,,B,B,B,B,A,A,B,A,B,B,B,A,A,B,A,B,A,B,2,7,5,4,R,RA,A,Driver,,,N,,A,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,B,A,B,B,A,A,A,A,A,B,A,B,A,B,B,A,B,7,4,6,5,9,2,6,5,3,1,7,1,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,M,VM,VM,S,VM,S,M,VM,NM,NM,VM,M,,2.1,,Y,,,,,,,,,Y,,,,,Y,,Y,,,,,,,,,Y,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Frust,Frust,Frust,Frust,Frust,Manag,Manag,Comfy,Frust,Frust,Comfy,Frust,,,,,,,,,,,,,,,,,,,,,,,,,Punjabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Frust,Comfy,Frust,"I knew I wanted to pursue an university education because I enjoy learning. I initially wanted to do math and/or physics, but I ended up choosing engineering because I felt like I could still learn a lot on my own and also learn how to apply incredibly interesting math and science to the real world. I still very much enjoy learning the theoretical behind everything.",Learning cool stuff,Figuring out how things and the world work,Making an impact on the world,,GA01,GA02,GA04,GA07,GA06,GA03,GA08,GA10,GA12,GA11,GA09,GA05,GA07,GA05,GA06,GA02,GA03,GA11,GA04,GA08,GA10,GA01,GA09,GA12,GA01,GA02,GA04,GA03,GA07,GA12,GA05,GA11,GA08,GA06,GA09,GA10,Y,Y
U,U,S,S,U,U,S,U,U,S,U,S,S,S,U,U,S,2,5,7,3,7,Converger,,15,15,N,T,,B,A,B,B,A,B,A,A,A,A,B,A,A,A,A,B,A,B,5,4,6,3,L,LA,A,Analytical,,,Y,I prefer listening first and formulating a response. ,A,B,A,A,B,B,B,B,B,B,B,A,B,B,B,A,A,B,A,B,B,B,A,A,A,A,A,A,B,B,A,A,A,B,A,B,B,B,B,A,B,B,A,A,1,10,6,5,10,1,3,8,-9,1,9,-5,,1,very strongly,very strongly Reflective,,1,slightly,slightly Intuitive,,1,very strongly,very strongly Verbal,,1,moderately,moderately Global,,M,S,S,S,S,VM,NM,NM,VM,S,VM,VM,,3.6,,,,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Manag,Frust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I wanted to have the breadth to study a multitude of disciplines. Yet at the same time I wanted to work on something specific and master it. Engineering gives me the background knowledge to excel at specific tasks in the future. ,Success,Reward,Acknowledgment,,GA12,GA04,GA03,GA02,GA09,GA01,GA05,GA06,GA07,GA08,GA10,GA11,GA09,GA05,GA01,GA02,GA03,GA04,GA08,GA11,GA07,GA06,GA10,GA12,GA12,GA02,GA04,GA05,GA01,GA03,GA06,GA07,GA08,GA11,GA09,GA10,Y,Y
S,R,S,R,U,U,R,S,S,R,U,S,U,S,R,S,R,3,3,5,6,6,Diverger,,25,25,N,T,,B,B,B,B,B,A,A,B,A,A,B,B,A,A,A,A,B,B,5,4,3,6,L,LB,B,Amiable,,,N,,B,A,A,A,B,A,A,B,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,B,A,B,A,B,A,B,A,B,A,B,A,B,A,A,B,B,A,A,B,10,1,4,7,9,2,4,7,9,-3,7,-3,,1,very strongly,very strongly Reflective,,1,slightly,slightly Intuitive,,1,moderately,moderately Verbal,,1,slightly,slightly Global,,M,S,NM,NM,NM,M,NM,NM,M,M,S,S,,3.6,,,,,Y,,Y,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Comfy,Comfy,Comfy,Comfy,Comfy,Comfy,,,,,,,,,,,,,,,,,,,Comfy,Comfy,Manag,Manag,Manag,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I was motivated by my interests in fields such as aerospace and biomedical systems, and wanted to eventually land a job where I could be of use in developing new technology. I also liked the opportunistic appeal of being an engineer; aside from simply being a practicing engineer, I thought there were many paths that could be taken, especially moving in business-related roles in industry jobs.",Sense of accomplishment (achieving something I feel has great purpose),Making enough money that I can live the life I want,Be able to help people,,GA09,GA10,GA02,GA12,GA11,GA04,GA08,GA07,GA06,GA01,GA03,GA05,GA07,GA01,GA06,GA08,GA05,GA04,GA11,GA02,GA03,GA10,GA09,GA12,GA01,GA05,GA02,GA03,GA04,GA09,GA10,GA06,GA07,GA08,GA11,GA12,Y,Y
U,U,S,U,U,U,U,U,U,S,S,S,U,S,R,S,S,3,6,4,4,6,Assimilator,,45,45,Y,S,,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,7,2,8,1,L,LA,A,Analytical,,,Y,"Being called on directly (involuntarily or suddenly) gives less time for preparing an answer since it puts me on the spot and makes me freeze up. This often turns my mind blank of any possible answers, since I become aware of being watched by a large group of individuals, who are highly likely to judge my intellectual abilities through my answer. Voluntarily raising my hand to offer an answer however, does not induce as great a reaction for me since the scenario forces me to think about my answers.",B,A,B,A,B,B,A,A,A,B,A,B,B,B,B,B,A,B,A,A,A,B,A,B,A,A,B,A,A,A,A,B,A,A,B,A,A,B,B,B,B,B,B,A,5,6,6,5,4,7,8,3,-1,1,-3,5,,1,slightly,slightly Reflective,,1,slightly,slightly Intuitive,,1,slightly,slightly Verbal,,1,moderately,moderately Global,,M,M,S,S,NM,VM,S,S,M,NM,S,M,,3.3,Y,Y,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Comfy,Comfy,Comfy,Manag,Comfy,Comfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bengali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manag,Comfy,Frust,Frust,Comfy,Manag,"Although I have always been confused about what job industry I would like to pursue, I have always been adamant about wanting to make a positive impact in this world. After evaluating the range of skill sets offered by a variety of different programs, I found that the Engineering program teaches its students the widest variety of skill sets in terms of design, problem solving, coding, as well as some other principles important in this day and age. Mastering this wide variety of skill would allow me to extend my future career to different job sectors (like entrepreneurship and the medical industry), while accommodating my current inability to choose a specific field. The ability to teach me essential skills while accommodating my current unstable decision, convinced me that the immense workload would be worth it. I believe that I will discover the proper path, leading towards my ultimate goal, through the Engineering program, since it is the only program that validates my vague wish to ""improve"" the world. ",Making my parents proud,Improving the livelihoods of millions of people,Acquiring a salary that will allow me to help those less fortunate than myself,,GA02,GA03,GA06,GA07,GA08,GA04,GA05,GA10,GA11,GA09,GA12,GA01,GA08,GA07,GA02,GA03,GA05,GA04,GA10,GA11,GA06,GA01,GA09,GA12,GA02,GA03,GA04,GA08,GA07,GA05,GA06,GA10,GA09,GA01,GA11,GA12,Y,Y
